股票代码,最新时间,当前价格,趋势代码,趋势名称,key_high,key_low,n_low,n_high,rally_high,rally_low,secondary_low,secondary_high,break_low,break_high
600336SH,2026-03-27 14:59:00,6.93,down_natural,自然回升,9.63,6.56,8.58,7.09,9.24,7.3,8.6,7.73,8.38,6.94
600352SH,2026-03-27 14:59:00,13.31,down_natural,自然回升,17.11,12.43,15.39,13.54,16.68,14.73,15.45,15.36,14.94,11.28
600366SH,2026-03-27 14:59:00,11.74,down_natural,自然回升,16.2,11.09,12.65,11.83,13.78,12.7,12.66,14.04,12.31,14.24
600367SH,2026-03-27 14:59:00,22.86,down_natural,自然回升,29.0,21.26,23.23,23.55,24.85,23.12,23.25,24.66,22.54,25.35
600363SH,2026-03-27 14:59:00,50.55,down_natural,自然回升,78.76,47.89,68.89,51.5,74.21,56.63,68.93,56.63,67.0,60.47
600362SH,2026-03-27 14:59:00,43.88,down_natural,自然回升,70.7,42.2,54.46,45.37,60.87,49.64,54.47,49.9,54.46,60.3
600353SH,2026-03-27 14:59:00,13.96,down,下跌趋势,19.96,13.62,16.55,14.59,18.29,13.65,16.57,13.65,16.07,17.77
600351SH,2026-03-27 14:59:00,6.51,down_natural,自然回升,8.68,6.09,7.41,6.52,7.92,6.4,7.42,6.96,7.19,8.32
600350SH,2026-03-27 14:59:00,10.54,up,上升趋势,10.66,8.47,9.38,9.74,10.42,8.98,,9.73,10.02,9.98
600355SH,2026-03-27 14:59:00,0.75,down_secondary,次级回升,4.05,0.7,3.6,0.9,3.91,0.75,3.61,0.83,3.5,1.38
600356SH,2026-03-27 14:59:00,8.65,up_rally,回升,10.22,8.27,7.87,9.39,8.77,8.72,,9.35,8.8,9.66
600354SH,2026-03-27 14:59:00,6.82,down_rally,回撤,8.34,6.23,7.37,7.13,8.09,6.7,7.42,6.7,7.15,7.8
600358SH,2026-03-27 14:59:00,6.39,down_natural,自然回升,6.76,5.6,6.22,6.43,6.64,5.61,6.24,6.38,6.04,6.59
600360SH,2026-03-27 14:59:00,8.83,up_break,破碎,9.75,7.85,8.67,8.66,9.63,7.98,8.7,8.58,8.41,8.91
600343SH,2026-03-27 14:59:00,29.62,down,下跌趋势,39.39,28.41,33.5,31.0,37.26,28.6,33.88,28.6,32.53,37.27
600359SH,2026-03-27 14:59:00,6.93,down_natural,自然回升,8.45,6.31,7.67,7.0,8.26,6.66,7.68,7.4,7.49,7.61
600361SH,2026-03-27 14:59:00,4.14,down_natural,自然回升,5.16,3.96,4.33,4.2,5.04,4.1,4.34,4.42,4.25,4.44
600365SH,2026-03-27 14:59:00,3.14,up_rally,回升,3.41,2.97,2.96,3.23,3.18,3.03,,3.22,3.01,3.31
600369SH,2026-03-27 14:59:00,4.27,down_secondary,次级回升,4.37,3.46,3.65,5.55,4.08,3.86,3.66,5.19,3.57,4.23
600370SH,2026-03-27 14:59:00,2.61,down_natural,自然回升,3.86,2.47,3.14,2.64,3.37,2.53,3.14,2.54,3.05,2.6
600368SH,2026-03-27 14:59:00,3.92,down,下跌趋势,4.7,3.75,4.18,4.13,4.44,3.85,4.18,3.87,4.06,4.63
600372SH,2026-03-27 14:59:00,12.97,down,下跌趋势,16.97,12.5,14.88,16.88,15.79,14.32,14.88,16.12,14.45,16.89
600375SH,2026-03-27 14:59:00,5.09,down_natural,自然回升,6.55,4.87,5.89,5.28,6.33,5.29,5.9,5.47,5.72,6.35
600376SH,2026-03-27 14:59:00,5.19,up_natural,自然回撤,6.19,4.9,5.0,5.8,,5.13,,5.79,5.84,5.9
600373SH,2026-03-27 14:59:00,8.48,down,下跌趋势,12.09,8.17,9.19,10.8,10.55,10.01,9.2,10.79,8.92,11.11
600378SH,2026-03-27 14:59:00,31.39,down_natural,自然回升,40.33,29.7,34.56,31.73,39.18,28.9,34.57,33.31,33.53,34.29
600377SH,2026-03-27 14:59:00,12.1,down_natural,自然回升,16.39,11.47,12.39,12.56,14.28,8.02,12.4,8.54,12.02,8.8
600380SH,2026-03-27 14:59:00,10.98,down_natural,自然回升,14.21,10.3,12.45,11.0,13.27,10.72,12.46,10.72,12.08,12.84
600379SH,2026-03-27 14:59:00,11.59,up_rally,回升,14.26,11.13,10.7,12.08,11.94,11.43,12.45,12.14,11.96,12.44
600381SH,2026-03-27 14:59:00,2.86,down_rally,回撤,5.84,2.48,4.58,3.33,5.0,2.81,4.6,3.15,4.45,4.94
600382SH,2026-03-27 14:59:00,8.85,down_natural,自然回升,9.87,7.32,9.04,8.9,9.8,8.25,9.04,8.73,9.04,8.25
600383SH,2026-03-27 14:59:00,2.76,down,下跌趋势,4.56,2.71,3.03,4.16,3.65,3.68,3.04,4.12,2.96,4.28
600386SH,2026-03-27 14:59:00,4.05,down_natural,自然回升,5.4,3.72,4.18,4.1,4.76,4.46,4.19,4.97,4.06,5.11
600371SH,2026-03-27 14:59:00,8.53,down_natural,自然回升,12.8,7.86,11.68,8.63,12.7,8.55,11.68,10.22,11.36,8.55
600406SH,2026-03-27 14:59:00,27.13,up_natural,自然回撤,32.06,21.08,26.5,24.14,26.94,22.62,24.24,24.1,23.24,24.82
600389SH,2026-03-27 14:59:00,28.4,up_break,破碎,33.3,27.63,27.75,31.48,29.56,28.36,27.76,31.36,27.48,32.38
600388SH,2026-03-27 14:59:00,18.23,down_natural,自然回升,21.11,17.0,19.07,19.03,20.24,11.27,19.07,12.1,18.5,12.47
600390SH,2026-03-27 14:59:00,5.4,down_natural,自然回升,6.89,5.17,5.77,5.5,6.12,5.31,5.77,5.8,5.6,6.4
600391SH,2026-03-27 14:59:00,40.15,down_natural,自然回升,55.52,36.99,45.55,41.2,52.25,48.9,46.0,52.5,44.22,54.34
600396SH,2026-03-27 14:59:00,9.0,up_rally,回升,9.49,2.83,8.81,3.9,9.35,3.62,8.6,3.88,3.41,3.97
600395SH,2026-03-27 14:59:00,6.18,up_natural,自然回撤,6.44,4.41,6.02,4.77,6.36,4.46,5.88,4.76,5.75,4.89
600392SH,2026-03-27 14:59:00,22.47,down_secondary,次级回升,33.68,20.9,26.38,22.9,28.03,21.38,26.38,22.77,25.64,32.03
600397SH,2026-03-27 14:59:00,15.19,down_secondary,次级回升,21.0,14.33,18.8,16.35,19.96,14.35,18.8,15.57,18.31,20.36
600398SH,2026-03-27 14:59:00,6.1,down_natural,自然回升,8.18,5.69,7.49,6.24,8.0,5.98,7.5,6.38,7.28,6.54
600399SH,2026-03-27 14:59:00,5.93,down_natural,自然回升,8.26,5.67,7.0,6.05,7.67,4.95,7.02,5.45,6.8,5.6
600400SH,2026-03-27 14:59:00,2.16,down_natural,自然回升,3.84,1.98,3.45,2.2,3.75,2.17,3.45,2.19,3.45,3.12
600405SH,2026-03-27 14:59:00,5.89,up_rally,回升,6.24,4.93,5.37,5.81,6.05,5.45,,5.8,6.35,5.95
600410SH,2026-03-27 14:59:00,24.72,down_rally,回撤,34.31,23.89,27.23,26.18,29.8,24.0,27.25,24.57,26.75,23.85
600418SH,2026-03-27 14:59:00,45.28,down_natural,自然回升,58.79,43.69,48.68,46.65,51.78,47.33,48.68,51.38,47.29,52.98
600419SH,2026-03-27 14:59:00,9.2,down_natural,自然回升,11.8,8.56,9.66,9.2,10.55,9.35,9.67,9.79,9.39,10.53
600420SH,2026-03-27 14:59:00,10.37,down_natural,自然回升,11.8,9.72,11.05,10.38,11.78,10.09,11.05,10.4,10.72,11.37
600421SH,2026-03-27 14:59:00,7.03,down_natural,自然回升,8.57,6.87,7.28,7.29,8.04,6.61,7.31,7.05,7.09,7.25
600422SH,2026-03-27 14:59:00,11.41,down,下跌趋势,18.4,11.08,16.82,13.55,17.85,12.24,16.82,12.73,16.32,16.03
600423SH,2026-03-27 14:59:00,3.76,down_natural,自然回升,4.64,3.37,3.79,3.82,4.28,3.44,3.8,3.44,3.68,3.89
600416SH,2026-03-27 14:59:00,12.84,down_natural,自然回升,17.69,12.13,15.55,12.95,16.88,13.75,15.56,14.09,15.11,15.19
600426SH,2026-03-27 14:59:00,36.36,down_natural,自然回升,44.1,33.96,36.65,36.85,38.9,34.87,36.65,35.01,35.57,38.62
600428SH,2026-03-27 14:59:00,8.98,up,上升趋势,9.1,7.69,,8.59,,7.8,,8.58,7.8,8.76
600429SH,2026-03-27 14:59:00,5.89,down_secondary,次级回升,5.11,4.54,4.78,7.28,5.1,4.93,4.79,5.91,4.64,4.47
600403SH,2026-03-27 14:59:00,6.21,down_natural,自然回升,7.88,5.82,6.62,6.28,7.1,6.0,6.62,6.0,6.44,7.04
600409SH,2026-03-27 14:59:00,7.28,down_secondary,次级回升,9.5,6.62,8.63,7.31,9.16,6.87,8.63,7.35,8.39,7.19
600415SH,2026-03-27 14:59:00,13.17,up_natural,自然回撤,19.01,15.58,12.71,16.83,,15.78,,16.76,20.68,17.3
600433SH,2026-03-27 14:59:00,3.68,up_natural,自然回撤,3.95,2.87,3.64,3.55,3.9,3.36,,3.57,3.37,3.62
600436SH,2026-03-27 14:59:00,152.98,down,下跌趋势,259.89,151.33,193.16,175.6,218.57,153.3,193.52,164.79,193.16,246.77
600435SH,2026-03-27 14:59:00,14.78,down_natural,自然回升,22.55,13.66,18.33,15.02,19.68,16.13,18.34,18.84,17.82,14.85
600425SH,2026-03-27 14:59:00,4.15,down_rally,回撤,5.09,3.98,4.12,4.36,4.81,4.08,4.13,4.09,4.0,4.95
600408SH,2026-03-27 14:59:00,3.91,down_natural,自然回升,4.56,3.71,4.01,3.95,4.49,3.88,4.1,3.93,3.89,4.16
600439SH,2026-03-27 14:59:00,2.59,down_natural,自然回升,4.42,2.42,3.49,2.64,3.73,2.63,3.49,2.64,3.49,3.04
600438SH,2026-03-27 14:59:00,16.98,down,下跌趋势,27.75,16.46,24.05,19.58,27.2,17.8,24.2,19.5,23.35,19.87
600452SH,2026-03-27 14:59:00,12.4,down_rally,回撤,16.8,11.93,15.63,13.25,16.75,12.17,15.67,12.32,15.2,13.21
600458SH,2026-03-27 14:59:00,12.91,down_natural,自然回升,16.98,12.64,15.94,13.4,16.97,12.76,15.94,15.01,15.56,15.5
600448SH,2026-03-27 14:59:00,3.34,down_natural,自然回升,4.11,2.9,3.23,3.37,3.48,3.0,3.24,3.46,3.14,3.56
600444SH,2026-03-27 14:59:00,17.13,down_natural,自然回升,20.01,15.98,18.45,17.25,19.58,17.98,18.45,19.07,17.9,19.7
600446SH,2026-03-27 14:59:00,12.85,down,下跌趋势,18.28,12.32,13.79,15.98,14.66,15.05,13.79,15.97,13.38,16.43
600449SH,2026-03-27 14:59:00,13.01,up_secondary,次级回撤,17.81,9.74,11.8,15.64,15.15,12.38,12.13,15.48,13.8,15.93
600455SH,2026-03-27 14:59:00,26.52,down_natural,自然回升,30.26,24.43,25.76,27.16,27.4,24.56,25.76,29.5,25.12,29.97
600456SH,2026-03-27 14:59:00,33.55,down_natural,自然回升,45.4,31.02,37.94,33.67,40.56,30.33,37.94,32.25,37.0,33.18
600461SH,2026-03-27 14:59:00,10.03,down_secondary,次级回升,12.44,8.72,11.29,10.32,12.05,8.76,11.31,10.17,10.96,8.03
600460SH,2026-03-27 14:59:00,26.15,down,下跌趋势,34.98,25.52,29.2,29.59,33.0,27.66,29.21,27.81,28.68,29.79
600463SH,2026-03-27 14:59:00,10.0,down_natural,自然回升,12.72,9.3,11.95,10.2,12.73,10.69,11.95,11.85,11.6,12.35
600459SH,2026-03-27 14:59:00,19.4,down_natural,自然回升,28.19,18.04,25.34,19.53,27.79,20.27,25.9,23.33,25.34,23.25
600467SH,2026-03-27 14:59:00,2.49,down_natural,自然回升,3.31,2.25,2.67,2.5,2.97,2.52,2.68,2.66,2.59,2.46
600469SH,2026-03-27 14:59:00,6.71,down_rally,回撤,8.22,6.32,7.48,6.92,7.98,6.5,7.5,6.5,7.26,5.91
600476SH,2026-03-27 14:59:00,10.88,down_natural,自然回升,22.45,10.0,20.51,11.14,22.08,12.66,20.52,12.68,19.9,14.73
600475SH,2026-03-27 14:59:00,18.12,down_rally,回撤,23.8,16.83,18.82,19.3,19.95,17.6,18.82,18.14,18.26,23.18
600470SH,2026-03-27 14:59:00,7.43,up,上升趋势,7.43,6.53,,7.11,,6.67,,7.12,8.53,7.3
600468SH,2026-03-27 14:59:00,9.22,up_natural,自然回撤,10.4,7.06,8.93,8.21,9.64,7.92,8.94,8.48,8.14,8.53
600478SH,2026-03-27 14:59:00,7.55,down_natural,自然回升,8.55,6.75,7.97,7.58,8.46,7.34,7.97,7.54,7.74,8.1
600477SH,2026-03-27 14:59:00,3.23,down_natural,自然回升,4.73,3.06,3.25,3.31,4.49,2.42,3.26,3.1,3.17,3.2
600481SH,2026-03-27 14:59:00,6.95,up_break,破碎,7.58,6.74,7.0,7.3,7.47,6.85,7.01,7.29,6.85,7.4
600480SH,2026-03-27 14:59:00,9.84,down_natural,自然回升,15.55,9.41,12.9,10.07,15.15,11.23,12.91,11.94,12.52,12.63
600482SH,2026-03-27 14:59:00,31.53,down_secondary,次级回升,39.26,29.1,36.68,33.01,38.96,30.28,36.68,32.28,35.58,33.48
600479SH,2026-03-27 14:59:00,10.36,down,下跌趋势,11.44,9.86,10.66,11.53,11.3,10.1,10.66,10.83,10.35,11.19
600483SH,2026-03-27 14:59:00,10.85,up,上升趋势,11.3,8.79,10.05,10.09,11.26,9.58,,10.17,10.56,10.39
600486SH,2026-03-27 14:59:00,74.08,down_natural,自然回升,89.15,68.25,83.55,75.32,89.15,77.28,83.57,84.3,81.15,72.57
600487SH,2026-03-27 14:59:00,48.95,down_break,破碎,52.19,40.92,45.99,49.88,51.88,46.52,47.33,49.8,45.45,50.21
600491SH,2026-03-27 14:59:00,2.93,down_natural,自然回升,3.38,2.67,3.02,3.02,3.36,2.88,3.03,3.16,2.93,3.26
600488SH,2026-03-27 14:59:00,4.33,down_break,破碎,4.79,3.68,3.99,4.32,4.63,4.01,4.0,4.28,3.91,4.33
600490SH,2026-03-27 14:59:00,7.54,down_secondary,次级回升,8.64,6.78,7.82,7.71,8.3,7.13,7.82,7.63,7.6,7.89
600489SH,2026-03-27 14:59:00,25.59,down_rally,回撤,35.5,23.65,30.16,26.37,32.36,24.6,30.16,24.6,29.28,31.98
600493SH,2026-03-27 14:59:00,7.3,down_natural,自然回升,8.6,6.48,7.5,7.34,8.11,7.11,7.51,7.82,7.28,8.1
600498SH,2026-03-27 14:59:00,45.98,down_secondary,次级回升,60.21,41.58,54.0,48.05,59.61,43.4,54.5,46.94,52.4,44.0
600496SH,2026-03-27 14:59:00,4.0,up_rally,回升,4.79,2.29,3.79,3.33,4.14,2.94,4.06,3.32,3.67,3.41
600497SH,2026-03-27 14:59:00,7.95,down_natural,自然回升,11.93,7.45,10.65,8.06,11.48,7.46,10.65,7.46,10.35,7.75
600499SH,2026-03-27 14:59:00,16.8,up_rally,回升,18.53,16.01,14.85,17.56,17.29,16.36,,17.55,16.1,18.08
600503SH,2026-03-27 14:59:00,2.46,down_natural,自然回升,3.99,2.25,3.62,2.51,3.87,2.45,3.62,2.55,3.52,2.83
600502SH,2026-03-27 14:59:00,4.65,down_secondary,次级回升,6.72,3.98,5.44,5.33,5.87,4.43,5.45,4.8,5.28,5.39
600505SH,2026-03-27 14:59:00,15.3,down_natural,自然回升,15.91,13.55,14.05,15.78,15.18,12.59,14.09,13.53,13.64,13.95
600506SH,2026-03-27 14:59:00,21.13,down_natural,自然回升,29.5,19.94,23.86,21.58,29.08,20.01,23.96,20.01,23.86,28.42
600507SH,2026-03-27 14:59:00,5.67,up_natural,自然回撤,7.39,5.17,5.5,6.4,6.7,5.5,,6.35,5.43,6.58
600508SH,2026-03-27 14:59:00,14.24,up,上升趋势,14.86,10.94,11.77,11.79,14.86,11.07,12.83,11.78,12.59,12.14
600510SH,2026-03-27 14:59:00,8.43,down_rally,回撤,10.8,7.49,8.86,8.78,9.55,8.24,8.88,8.25,8.6,9.39
600495SH,2026-03-27 14:59:00,4.45,down_natural,自然回升,6.2,4.07,5.28,4.5,5.62,4.7,5.28,4.78,5.13,5.45
600509SH,2026-03-27 14:59:00,9.05,down_natural,自然回升,10.26,8.06,8.77,9.3,9.36,8.08,8.77,9.1,8.64,9.37
600500SH,2026-03-27 14:59:00,4.46,up_secondary,次级回撤,5.03,3.75,4.13,4.72,4.55,4.45,4.27,4.72,4.17,4.83
600501SH,2026-03-27 14:59:00,22.04,down,下跌趋势,39.97,21.31,32.0,28.28,33.96,26.18,32.0,26.52,31.22,30.9
600512SH,2026-03-27 14:59:00,2.42,down_natural,自然回升,2.71,2.21,2.33,2.49,2.65,2.29,2.37,2.55,2.27,2.63
600511SH,2026-03-27 14:59:00,28.93,down_rally,回撤,36.72,27.57,33.26,31.55,35.88,27.99,33.33,31.18,32.44,35.5
600519SH,2026-03-27 14:59:00,1417.02,up_secondary,次级回撤,2077.0,1593.0,1322.01,1770.0,1568.0,1604.0,1383.2,1769.5,1322.01,1821.01
600513SH,2026-03-27 14:59:00,25.61,up,上升趋势,25.61,18.04,20.25,21.68,24.49,20.66,21.35,21.91,18.35,22.09
600516SH,2026-03-27 14:59:00,5.82,up_rally,回升,7.29,5.41,5.6,6.59,5.95,6.11,,6.58,6.53,6.78
600520SH,2026-03-27 14:59:00,24.18,down_natural,自然回升,38.69,23.5,32.81,24.97,36.41,24.45,32.88,28.75,31.88,31.72
600527SH,2026-03-27 14:59:00,2.62,up_secondary,次级回撤,2.73,2.05,2.09,2.29,2.68,2.18,2.51,2.32,2.09,2.35
600515SH,2026-03-27 14:59:00,3.68,down,下跌趋势,5.9,3.52,5.19,5.76,5.54,4.45,5.19,5.43,5.04,4.4
600517SH,2026-03-27 14:59:00,6.6,up_rally,回升,7.79,4.45,6.31,5.13,6.79,4.77,5.57,5.12,5.67,5.28
600522SH,2026-03-27 14:59:00,27.05,down_secondary,次级回升,31.82,24.65,27.88,28.08,29.59,25.91,27.88,27.61,27.22,31.74
600523SH,2026-03-27 14:59:00,13.88,down_natural,自然回升,17.0,13.04,15.3,13.94,16.41,14.4,15.31,15.44,14.85,15.36
600526SH,2026-03-27 14:59:00,5.48,down_secondary,次级回升,5.94,5.0,5.23,6.18,5.55,5.0,5.23,5.61,5.08,5.17
600518SH,2026-03-27 14:59:00,1.76,down,下跌趋势,2.27,1.69,1.99,2.03,2.16,1.9,2.0,1.9,1.94,2.07
600528SH,2026-03-27 14:59:00,7.77,down_secondary,次级回升,8.98,7.13,7.96,12.0,8.63,7.41,7.97,7.94,7.73,8.57
600531SH,2026-03-27 14:59:00,13.1,down_rally,回撤,24.79,12.21,22.29,13.59,24.79,12.51,22.31,12.77,22.29,12.37
600529SH,2026-03-27 14:59:00,18.34,down,下跌趋势,32.33,18.07,27.42,21.73,29.36,19.91,27.43,20.41,26.6,28.34
600536SH,2026-03-27 14:59:00,36.81,down,下跌趋势,56.74,35.81,46.6,51.86,56.09,42.91,46.8,51.25,45.3,52.97
600533SH,2026-03-27 14:59:00,2.53,down_rally,回撤,2.83,2.27,2.5,2.61,2.78,2.45,2.51,2.45,2.45,2.79
600540SH,2026-03-27 14:59:00,4.85,down_natural,自然回升,5.71,4.41,5.08,4.97,5.68,4.51,5.09,5.07,4.93,5.22
600525SH,2026-03-27 14:59:00,5.46,up_secondary,次级回撤,6.11,3.13,5.09,3.93,5.56,3.42,5.17,3.92,3.4,4.04
600535SH,2026-03-27 14:59:00,14.53,down_natural,自然回升,17.69,13.45,15.55,14.65,16.5,14.92,15.55,14.92,15.09,15.94
600538SH,2026-03-27 14:59:00,6.58,up,上升趋势,6.74,5.81,,6.49,,5.91,,6.48,6.22,6.68
600521SH,2026-03-27 14:59:00,15.82,down_natural,自然回升,27.97,14.37,22.16,15.88,25.57,15.19,22.19,15.19,21.5,16.63
600530SH,2026-03-27 14:59:00,5.4,down_natural,自然回升,7.3,4.97,6.15,5.62,6.78,6.32,6.16,6.76,5.97,6.98
600537SH,2026-03-27 14:59:00,3.88,up_secondary,次级回撤,4.46,3.76,2.61,4.33,4.06,4.02,3.05,4.32,4.54,4.45
600545SH,2026-03-27 14:59:00,3.71,down_rally,回撤,4.69,3.5,4.32,4.03,4.61,3.6,4.32,3.78,4.2,4.25
600546SH,2026-03-27 14:59:00,11.82,up_rally,回升,12.89,8.49,11.33,10.79,12.16,9.51,11.46,10.75,11.33,11.05
600547SH,2026-03-27 14:59:00,38.62,down_rally,回撤,53.5,36.6,43.03,40.91,45.67,37.02,43.03,38.42,41.74,49.87
600539SH,2026-03-27 14:59:00,14.21,down_natural,自然回升,12.89,10.61,11.66,14.21,12.57,10.33,11.7,10.97,11.33,11.45
600543SH,2026-03-27 14:59:00,4.87,down_secondary,次级回升,6.97,4.42,6.15,4.93,6.52,4.62,6.15,4.9,6.11,4.7
600548SH,2026-03-27 14:59:00,9.22,down_rally,回撤,13.77,8.67,11.34,9.58,12.29,8.96,11.37,9.0,11.0,11.2
600550SH,2026-03-27 14:59:00,15.54,down,下跌趋势,19.58,15.0,16.57,16.24,17.58,15.22,16.57,15.26,16.08,17.08
600551SH,2026-03-27 14:59:00,7.92,down,下跌趋势,10.2,7.63,8.04,8.96,9.0,8.12,8.07,8.95,7.8,9.18
600557SH,2026-03-27 14:59:00,13.45,down,下跌趋势,20.2,13.02,16.56,14.86,18.19,13.72,16.58,13.95,16.45,16.68
600549SH,2026-03-27 14:59:00,58.72,down_break,破碎,80.0,51.0,73.99,60.28,79.52,55.8,74.3,59.68,73.99,60.35
600556SH,2026-03-27 14:59:00,6.05,down_natural,自然回升,8.45,5.65,7.26,6.13,8.41,6.24,7.27,6.38,7.11,8.17
600569SH,2026-03-27 14:59:00,2.27,down_rally,回撤,2.85,2.15,2.55,2.35,2.83,2.2,2.56,2.2,2.48,2.5
600552SH,2026-03-27 14:59:00,12.12,down_natural,自然回升,16.77,11.4,14.98,12.34,15.98,12.66,15.0,13.5,14.57,13.85
600558SH,2026-03-27 14:59:00,5.57,down_natural,自然回升,6.95,5.26,6.08,5.65,6.69,5.36,6.09,6.47,5.9,6.64
600562SH,2026-03-27 14:59:00,24.9,down_rally,回撤,34.97,24.23,28.01,25.89,31.17,24.26,28.03,24.29,27.23,28.6
600559SH,2026-03-27 14:59:00,13.51,down,下跌趋势,25.04,13.25,16.22,17.17,18.98,15.31,16.23,16.05,15.74,16.99
600560SH,2026-03-27 14:59:00,14.43,down_natural,自然回升,18.33,13.78,15.68,14.72,18.62,15.13,15.69,16.72,15.23,15.91
600561SH,2026-03-27 14:59:00,6.62,up,上升趋势,6.7,5.81,,6.28,,5.86,,6.32,6.18,6.41
600571SH,2026-03-27 14:59:00,13.37,down,下跌趋势,20.51,12.97,18.41,15.3,19.78,14.18,18.42,14.36,17.86,19.09
600575SH,2026-03-27 14:59:00,4.03,down_secondary,次级回升,4.24,3.32,3.89,4.29,4.16,3.93,3.9,4.2,3.8,3.75
600572SH,2026-03-27 14:59:00,4.34,down_natural,自然回升,5.54,4.04,4.94,4.35,5.54,4.09,4.96,4.87,4.8,5.23
600573SH,2026-03-27 14:59:00,12.01,down_natural,自然回升,15.59,10.83,14.37,12.16,15.39,11.73,14.4,11.98,14.03,12.33
600566SH,2026-03-27 14:59:00,25.63,down_secondary,次级回升,45.18,24.2,39.61,28.43,42.58,25.34,39.62,27.11,38.52,29.1
600577SH,2026-03-27 14:59:00,12.11,down_natural,自然回升,16.41,11.35,13.43,12.27,15.58,6.1,13.44,6.56,13.03,6.76
600578SH,2026-03-27 14:59:00,5.57,up_rally,回升,5.96,4.39,5.07,5.43,5.78,5.07,,5.42,4.6,5.57
600567SH,2026-03-27 14:59:00,1.56,down,下跌趋势,2.1,1.5,1.75,1.79,1.9,1.6,1.76,1.77,1.7,1.85
600580SH,2026-03-27 14:59:00,37.98,down_rally,回撤,51.4,37.0,45.39,39.68,49.18,37.24,45.4,37.27,44.04,44.65
600583SH,2026-03-27 14:59:00,6.72,down_natural,自然回升,8.72,6.33,7.85,6.82,8.52,7.03,7.85,7.1,7.85,7.17
600568SH,2026-03-27 14:59:00,2.75,up_rally,回升,3.27,2.42,2.69,2.8,2.87,2.6,,2.79,2.54,2.87
600579SH,2026-03-27 14:59:00,8.02,down_secondary,次级回升,8.58,7.15,7.43,11.13,7.88,7.35,7.43,8.15,7.21,7.29
600581SH,2026-03-27 14:59:00,2.65,down_rally,回撤,4.84,2.51,4.43,2.72,4.75,2.55,4.43,2.55,4.3,3.62
600570SH,2026-03-27 14:59:00,25.42,down,下跌趋势,40.22,24.56,36.21,36.18,39.33,28.12,36.22,33.99,35.14,35.52
600576SH,2026-03-27 14:59:00,6.14,down_natural,自然回升,7.02,5.76,6.07,6.2,6.57,5.68,6.08,6.08,5.89,6.3
600563SH,2026-03-27 14:59:00,142.66,up,上升趋势,143.03,99.65,119.27,118.3,132.0,111.61,,118.34,111.73,121.73
600582SH,2026-03-27 14:59:00,5.8,up_secondary,次级回撤,8.05,4.84,5.58,5.86,6.78,5.25,5.66,5.85,5.21,6.01
600586SH,2026-03-27 14:59:00,6.06,down_rally,回撤,7.97,5.68,7.25,6.43,7.7,5.89,7.25,6.04,7.07,7.45
600585SH,2026-03-27 14:59:00,23.05,down_secondary,次级回升,27.88,21.34,23.25,28.0,25.05,21.73,23.26,26.93,22.6,25.98
600588SH,2026-03-27 14:59:00,11.79,down,下跌趋势,17.99,11.41,15.98,19.01,16.95,12.4,15.98,14.05,15.51,16.76
600587SH,2026-03-27 14:59:00,14.31,down,下跌趋势,18.62,13.86,15.67,17.27,17.16,14.28,15.72,15.55,15.2,15.97
600590SH,2026-03-27 14:59:00,12.98,down_natural,自然回升,17.2,12.44,13.9,13.28,16.06,12.66,13.91,12.66,13.5,9.88
600584SH,2026-03-27 14:59:00,39.54,down_rally,回撤,54.63,38.39,46.15,41.26,51.4,38.6,46.21,38.66,44.88,50.33
600589SH,2026-03-27 14:59:00,10.74,down_secondary,次级回升,11.87,8.71,9.85,15.25,10.88,9.51,9.89,11.45,9.58,11.1
600595SH,2026-03-27 14:59:00,7.15,down_rally,回撤,9.53,6.71,8.1,7.29,9.3,6.83,8.11,6.83,7.9,8.98
600592SH,2026-03-27 14:59:00,19.62,down_natural,自然回升,29.78,19.03,26.22,20.25,28.09,21.5,26.33,21.51,25.44,25.75
600597SH,2026-03-27 14:59:00,7.55,down,下跌趋势,9.96,7.32,7.66,9.04,9.25,8.01,7.67,8.98,7.44,9.28
600596SH,2026-03-27 14:59:00,10.99,down_natural,自然回升,14.04,10.48,12.55,11.22,13.65,10.36,12.57,12.95,12.18,13.29
600599SH,2026-03-27 14:59:00,6.49,down_natural,自然回升,11.0,4.18,8.96,6.49,9.79,7.06,8.99,7.38,8.96,8.4
600598SH,2026-03-27 14:59:00,16.13,up_rally,回升,18.35,14.14,15.38,15.5,16.49,14.37,16.36,15.48,17.78,15.89
600593SH,2026-03-27 14:59:00,38.19,up_rally,回升,41.21,35.78,34.44,39.48,39.32,36.0,,38.96,44.8,39.76
600594SH,2026-03-27 14:59:00,3.84,down_natural,自然回升,4.47,3.44,3.95,3.85,4.27,3.82,3.96,3.82,3.85,4.4
600600SH,2026-03-27 14:59:00,62.51,down_rally,回撤,88.02,60.0,63.5,64.52,82.5,60.2,63.52,60.62,61.62,77.0
600601SH,2026-03-27 14:59:00,9.89,down_natural,自然回升,13.86,9.26,12.08,10.15,12.98,10.18,12.12,10.33,11.74,13.0
600603SH,2026-03-27 14:59:00,7.32,down_natural,自然回升,8.27,7.0,7.65,7.46,8.2,6.16,7.66,6.66,7.43,6.87
600604SH,2026-03-27 14:59:00,5.51,up_rally,回升,5.7,5.06,5.2,5.5,5.62,5.06,,5.49,5.21,5.65
600615SH,2026-03-27 14:59:00,11.52,down_natural,自然回升,14.24,10.58,12.88,11.79,13.79,10.71,12.88,13.06,12.88,13.12
